Hour,Price_per_MWh
1,44.20624760409349
2,49.71521225297239
3,48.65059939523777
4,41.30145531257523
5,48.651253761154656
6,44.6580124023027
7,42.49353846242656
8,42.62119825511731
9,40.22799305827976
10,43.519086899436026
11,45.995346879956344
12,40.937629737541165
13,45.36261177131319
14,49.318578431616814
15,47.32764856222787
16,43.37345917713457
17,43.244991729052174
18,47.03642793343404
19,43.53349564362482
20,43.59445725156098
21,43.64411522438495
22,45.0140834093337
23,41.62204667320894
24,46.14183153322429
25,42.70157826247895
26,41.31726263995234
27,48.93690067792962
28,47.686510180351235
29,46.93167341774101
30,49.18314628561748
31,47.68378471057417
32,46.05028538165996
33,46.52947247496605
34,42.78490382362986
35,44.2071591543417
36,49.841797916701715
37,48.46212135529029
38,45.54343944700945
39,42.26636264959469
40,42.79194909961739
41,41.89508236934576
42,46.54839383073143
43,48.32660008900737
44,45.34787344340239
45,49.048909706347736
46,45.5893485124064
47,50.4556330487408
48,48.91938759234289
49,46.374797606422305
50,48.71903521707554
51,41.23305171309529
52,50.73149728374419
53,42.92064175026076
54,42.5510651547755
55,47.671779436423634
56,45.86360206648654
57,46.64521542834621
58,47.59686162432481
59,47.18980305960074
60,41.62872572713845
61,43.237003104283055
62,44.64132429860045
63,49.028389094927846
64,41.29198909266963
65,50.306644831785874
66,45.24955746324015
67,41.18846624874944
68,49.782076683906084
69,44.22358030783715
70,42.555847525592654
71,46.743080163296064
72,46.475086868192534
73,45.63995554752907
74,43.63804985181961
75,46.77509888593465
76,50.26113005085992
77,47.780498951273614
78,50.248080013960234
79,41.96672596786495
80,42.05721356401236
81,49.51212623058737
82,50.50035970154262
83,41.69745709568057
84,43.28075828765908
85,44.03190739237925
86,46.37032160807135
87,44.01336726144691
88,48.6733347644785
89,47.18274908698338
90,50.19676263210913
91,49.267528903979404
92,41.64746622040179
93,46.382592624894805
94,45.61820482334501
95,47.945196786123695
96,50.37957809831113
97,49.3773240937112
98,46.097172420999705
99,42.07408900846961
100,43.438553418054056
101,50.985113044707745
102,47.79060660779331
103,49.7865580699422
104,41.99953269657855
105,42.752264047791236
106,44.05592743319917
107,47.578319398209615
108,46.69167201196419
109,42.494850349720735
110,45.8017719201344
111,48.34692687473503
112,44.698141713399366
113,49.32721191732917
114,46.80027154381246
115,44.249931907565255
116,48.08778476458113
117,44.0808245270058
118,43.49394139716028
119,47.940700842518574
120,42.115891023860705
121,50.069460240353045
122,46.40193054098917
123,47.198364925372324
124,42.540120000131346
125,43.307548108818104
126,43.61028844614725
127,45.73561699650506
128,45.91105457735374
129,48.2771641795586
130,49.99846355778792
131,43.46738041996426
132,44.20717559031179
133,46.859986745722054
134,42.19095893470416
135,47.21267241974773
136,48.49302155434068
137,44.299940442747534
138,44.86075797758232
139,49.4278965340453
140,48.292484211801884
141,43.74934689981908
142,49.51569353181042
143,43.694608121135666
144,50.52879929103008
145,43.11976883821318
146,44.451228521437265
147,48.63983217251566
148,46.31473106035465
149,50.01327562734993
150,43.58083906392081
151,50.45155479444348
152,45.27377411251947
153,44.49082649376318
154,45.4403184482644
155,42.48404779391445
156,42.42836109974976
157,46.98886305675757
158,48.242122110804075
159,50.11249990002913
160,49.5984294812371
161,44.479880675705616
162,43.38332414036643
163,44.7816792323314
164,49.434949862601094
165,47.31098475574278
166,42.778941961108
167,43.34394170604103
168,45.84318798853804
169,51.19237142518493
170,45.5796296447223
171,46.74817299298088
172,49.35590305470543
173,43.99577389140475
174,44.395650584503294
175,45.4973887291416
176,47.09540877404941
177,44.70274845523475
178,49.48124062874702
179,52.08907468741769
180,48.54842315146632
181,47.59186430052799
182,48.363274296661494
183,45.0557084915608
184,44.85658675984004
185,47.219536763870046
186,50.342421143136214
187,51.811875920736796
188,45.505919584240445
189,44.53463466922509
190,43.30998124552578
191,45.51531555576177
192,49.99736189158469
193,43.85415903320881
194,44.00987454693126
195,51.46754038826787
196,43.58570064099402
197,46.69685920197311
198,46.49121688367716
199,43.5634080919182
200,51.47514163726702
201,45.893894866084295
202,48.69715663015734
203,46.270416471479166
204,50.579887201019105
205,43.9757600658936
206,45.69221960084629
207,48.66452076646404
208,48.04174227206575
209,49.12686651478021
210,48.968098221648816
211,46.88621044170791
212,48.78209875330635
213,43.70333183394292
214,44.86376496274436
215,45.42647672249215
216,47.45577816320536
217,48.073602432048375
218,49.306667674438685
219,47.00548092292015
220,48.47306153669987
221,44.40303510569228
222,44.399661981972784
223,46.574130821041095
224,52.533543670419185
225,44.19632734019583
226,48.841144777956956
227,43.98294915295898
228,46.058903351879465
229,43.30967182808411
230,45.24678426105891
231,46.62681097945246
232,48.30625305639478
233,52.75832276622148
234,47.51418752041904
235,48.67505360367342
236,43.79119265719008
237,47.785872995897925
238,46.6741359347719
239,48.94248315864071
240,44.590059785216525
241,44.483189258310226
242,45.251438532593724
243,44.335072752181475
244,47.39233707024498
245,48.653608060113086
246,51.683977825658346
247,52.29655250323897
248,47.52378423773722
249,47.86340130929513
250,50.23032791760678
251,48.65065812476323
252,45.18720208867476
253,47.857191622940746
254,53.488755672102705
255,47.95200800656057
256,48.51778424800383
257,51.1011989226478
258,52.78585851357739
259,53.48849847525635
260,44.186998177429125
261,51.03654126226914
262,52.12474819930178
263,50.59018800620018
264,47.85304532383928
265,51.17993110209
266,44.03666755541423
267,53.39421386284086
268,50.15769192636227
269,51.25070093295702
270,50.44200779013191
271,47.65811018724155
272,48.33416954802436
273,53.659257893520056
274,44.89268814502022
275,49.04709326440257
276,46.13059033881147
277,47.43356705118213
278,47.986245572856404
279,47.547445738398494
280,47.35932090910736
281,53.12629194908783
282,44.89200560494996
283,49.853679782648214
284,52.67061386270977
285,46.86339908942787
286,52.642518828232326
287,46.154761556429065
288,53.5086045533114
289,48.357839240155116
290,47.01717984369449
291,50.830424955404354
292,47.56517512073482
293,52.4601584384657
294,47.62801779988857
295,49.641585779430194
296,52.63589248789485
297,53.38759278700499
298,52.56624080891267
299,44.295812175915934
300,47.71226660152485
301,45.67568263832993
302,52.00026829836192
303,53.611291709588606
304,47.74214493182221
305,44.944532611623664
306,48.88964140863129
307,50.17658923315056
308,53.613458439787514
309,54.38619321382078
310,47.10592402747593
311,48.474277877702214
312,44.709876742808774
313,49.53486557777726
314,54.3388692452064
315,46.93343705869347
316,44.52090035179714
317,54.27868835776824
318,49.15993539261889
319,51.53711928969186
320,50.528322355034405
321,48.543284310820155
322,53.59301741039452
323,50.57774021797987
324,45.39135197486266
325,53.968969373676245
326,46.37241653733138
327,45.18602096035365
328,49.066086548269624
329,48.998299835189385
330,50.60481013412047
331,50.84966319013439
332,50.18051961838789
333,49.16769964907661
334,50.0296039215546
335,50.120657688433305
336,46.134765101296594
337,49.73875985624517
338,51.11148649728452
339,46.86835334451371
340,52.049912280336905
341,51.092778241914615
342,52.93018075140557
343,54.3438959852276
344,52.72688780328892
345,45.099703386413346
346,49.50510118053204
347,54.4292150566322
348,50.78470001180056
349,54.29219446273567
350,48.546969933473235
351,51.50558531094373
352,46.20849756725701
353,53.23260509411254
354,47.07148044027643
355,48.16739871630154
356,51.602585320039246
357,45.13890573713137
358,46.62196138044162
359,49.16852181564322
360,45.22804428017042
361,51.12022396939786
362,47.37037226168438
363,54.08621072127089
364,54.62650978697566
365,52.145689722539586
366,51.283869005690086
367,47.991634636405934
368,45.465123172810344
369,50.36659163967285
370,52.838415133675554
371,51.86455568994133
372,48.8753281950651
373,52.47300306031367
374,49.646353515921554
375,47.61554623552684
376,52.287500314269536
377,54.07693669689279
378,48.82912418964997
379,47.32495546909307
380,46.417626797657945
381,45.68271639827071
382,51.77753862379051
383,55.35736809557669
384,49.9216631831524
385,54.227045640502574
386,49.49304508400068
387,52.51252790432098
388,54.2333849864569
389,51.17047858304101
